group, a1, a2, a3, energy_above_hull
split_no_alloy, -0.5443702372939452, -0.5443702372939452, -0.5443702372939452, 0.771197602295616
split_no_alloy, -0.5443702372939452, -0.5443702372939452, 0.0, 0.3081311546792911
split_no_alloy, -0.5443702372939452, -0.5443702372939452, 0.5443702372939461, 0.10947429147628363
split_no_alloy, -0.5443702372939452, 0.0, -0.5443702372939452, 0.3081311546792911
split_no_alloy, -0.5443702372939452, 0.0, 0.0, 0.0874441053323256
split_no_alloy, -0.5443702372939452, 0.0, 0.5443702372939461, 0.03195547040461566
split_no_alloy, -0.5443702372939452, 0.5443702372939461, -0.5443702372939452, 0.10947429147628363
split_no_alloy, -0.5443702372939452, 0.5443702372939461, 0.0, 0.03195547040461566
split_no_alloy, -0.5443702372939452, 0.5443702372939461, 0.5443702372939461, 0.05618177501061705
split_no_alloy, 0.0, -0.5443702372939452, -0.5443702372939452, 0.3114903271137548
split_no_alloy, 0.0, -0.5443702372939452, 0.0, 0.08970892863084057
split_no_alloy, 0.0, -0.5443702372939452, 0.5443702372939461, 0.032240861441526825
split_no_alloy, 0.0, 0.0, -0.5443702372939452, 0.08970892863083968
split_no_alloy, 0.0, 0.0, 0.0, 0.0
split_no_alloy, 0.0, 0.0, 0.5443702372939461, 0.023888532903916015
split_no_alloy, 0.0, 0.5443702372939461, -0.5443702372939452, 0.032240861441525936
split_no_alloy, 0.0, 0.5443702372939461, 0.0, 0.023888532903916015
split_no_alloy, 0.0, 0.5443702372939461, 0.5443702372939461, 0.09816860464394495
split_no_alloy, 0.5443702372939461, -0.5443702372939452, -0.5443702372939452, 0.1140190450426184
split_no_alloy, 0.5443702372939461, -0.5443702372939452, 0.0, 0.0326647078668314
split_no_alloy, 0.5443702372939461, -0.5443702372939452, 0.5443702372939461, 0.053775934896354016
split_no_alloy, 0.5443702372939461, 0.0, -0.5443702372939452, 0.0326647078668314
split_no_alloy, 0.5443702372939461, 0.0, 0.0, 0.022963745019819015
split_no_alloy, 0.5443702372939461, 0.0, 0.5443702372939461, 0.09505052915383327
split_no_alloy, 0.5443702372939461, 0.5443702372939461, -0.5443702372939452, 0.053775934896354016
split_no_alloy, 0.5443702372939461, 0.5443702372939461, 0.0, 0.09505052915383327
split_no_alloy, 0.5443702372939461, 0.5443702372939461, 0.5443702372939461, 0.1914748436993765
random_post_expansion, -0.5443702372939452, -0.5443702372939452, -0.5443702372939452, 0.7718284594004929
random_post_expansion, -0.5443702372939452, -0.5443702372939452, 0.0, 0.2613564125927459
random_post_expansion, -0.5443702372939452, -0.5443702372939452, 0.5443702372939461, 0.1115859649129547
random_post_expansion, -0.5443702372939452, 0.0, -0.5443702372939452, 0.3083327947142571
random_post_expansion, -0.5443702372939452, 0.0, 0.0, 0.08856412625720989
random_post_expansion, -0.5443702372939452, 0.0, 0.5443702372939461, 0.032322082378744454
random_post_expansion, -0.5443702372939452, 0.5443702372939461, -0.5443702372939452, 0.10946748865993339
random_post_expansion, -0.5443702372939452, 0.5443702372939461, 0.0, 0.03205531041077503
random_post_expansion, -0.5443702372939452, 0.5443702372939461, 0.5443702372939461, 0.05495321638722217
random_post_expansion, 0.0, -0.5443702372939452, -0.5443702372939452, 0.2613564125927459
random_post_expansion, 0.0, -0.5443702372939452, 0.0, 0.08992636023106382
random_post_expansion, 0.0, -0.5443702372939452, 0.5443702372939461, 0.032553064782433694
random_post_expansion, 0.0, 0.0, -0.5443702372939452, 0.08856412625720989
random_post_expansion, 0.0, 0.0, 0.0, 0.0
random_post_expansion, 0.0, 0.0, 0.5443702372939461, 0.023389153979153754
random_post_expansion, 0.0, 0.5443702372939461, -0.5443702372939452, 0.03205531041077503
random_post_expansion, 0.0, 0.5443702372939461, 0.0, 0.023860951774301142
random_post_expansion, 0.0, 0.5443702372939461, 0.5443702372939461, 0.09657489383919504
random_post_expansion, 0.5443702372939461, -0.5443702372939452, -0.5443702372939452, 0.11158596491295558
random_post_expansion, 0.5443702372939461, -0.5443702372939452, 0.0, 0.032553064782433694
random_post_expansion, 0.5443702372939461, -0.5443702372939452, 0.5443702372939461, 0.053783957767309154
random_post_expansion, 0.5443702372939461, 0.0, -0.5443702372939452, 0.032322082378744454
random_post_expansion, 0.5443702372939461, 0.0, 0.0, 0.023389153979153754
random_post_expansion, 0.5443702372939461, 0.0, 0.5443702372939461, 0.09496958345663842
random_post_expansion, 0.5443702372939461, 0.5443702372939461, -0.5443702372939452, 0.05495321638722306
random_post_expansion, 0.5443702372939461, 0.5443702372939461, 0.0, 0.09657489383919415
random_post_expansion, 0.5443702372939461, 0.5443702372939461, 0.5443702372939461, 0.19119618988663056
